word	medial_cap	medial_lower	initial_cap	classification
sillette	1	0	0	proper
sillier	0	3	0	common
sillies	0	1	0	common
silliest	0	11	0	common
sillily	0	1	0	common
silliness	0	14	0	common
sillinesses	0	1	0	common
sills	0	8	0	common
silly	1	377	8	common
silo	1	2	0	common
siloa	1	0	0	proper
siloah	1	0	0	proper
siloam	3	0	0	proper
silone	1	0	0	proper
silos	0	3	0	common
siluer	3	1	0	proper
silva	6	0	0	proper
silvanus	4	0	0	proper
silvas	0	1	0	common
silvato	1	0	0	proper
silver	37	1039	13	common
silvercrest	0	0	1	dual
silvered	0	14	0	common
silvergray	0	1	0	common
silvering	1	2	0	common
silverlings	0	1	0	common
silverpainted	0	1	0	common
silvers	1	0	0	proper
silversmith	0	7	0	common
silverstein	1	0	0	proper
silverton	6	0	0	proper
silvertown	2	0	0	proper
silverware	0	5	0	common
silvery	0	65	0	common
silvestrins	1	0	0	proper
silvia	2	0	0	proper
silvio	1	0	0	proper
sim	0	5	0	common
simak's	1	0	0	proper
simao	4	0	0	proper
simba	1	0	0	proper
simbl	1	0	0	proper
simca	1	0	0	proper
sime	5	0	0	proper
simeon	52	0	1	proper
simeonites	3	0	0	proper
simex	1	0	2	proper
similar	0	757	19	common
similarities	0	4	1	common
similarity	0	25	0	common
similarly	0	67	38	common
simile	0	31	0	common
similes	0	9	0	common
similiar	0	2	0	common
similitude	1	31	0	common
similitudes	0	2	0	common
simillima	0	1	0	common
simillimia	0	1	0	common
siminary	0	1	0	common
simm	1	0	0	proper
simmel	1	0	0	proper
simmer	0	3	2	common
simmered	0	3	0	common
simmering	0	7	0	common
simmerson	1	0	0	proper
simmery	11	0	0	proper
simmonds	6	0	1	proper
simmons	23	0	3	proper
simmonsville	1	0	0	proper
simms	16	0	1	proper
simon	128	0	18	proper
simon's	1	0	0	proper
simonelli	1	0	0	proper
simonians	2	0	0	proper
simonsen	3	0	0	proper
simonson's	1	0	0	proper
simoom	0	2	0	common
simoon	2	1	0	proper
simore	1	0	0	proper
simpaties	0	1	0	common
simper	0	6	0	common
simpered	0	18	0	common
simpering	0	22	0	common
simpkins	6	0	1	proper
simple	9	1232	13	common
simplehearted	0	2	0	common
simplement	0	1	0	common
simpleminded	0	2	0	common
simpleness	0	1	0	common
simpler	0	53	0	common
simples	1	2	0	common
simpleseeming	0	1	0	common
simplest	0	85	0	common
simpleton	1	45	1	common
simpletons	0	12	1	common
simplex	1	0	0	proper
simplice	31	0	1	proper
simplicitas	0	1	0	common
simpliciter	0	1	0	common
simplicities	0	5	0	common
simplicitude	0	1	0	common
simplicity	4	370	2	common
simplification	0	1	0	common
simplified	0	16	0	common
simplifies	0	3	0	common
simplify	0	15	1	common
simplifying	0	5	0	common
simplistic	0	3	0	common
simplon	2	0	0	proper
simply	11	1566	28	common
simpson	20	0	3	proper
simpson's	2	0	0	proper
simri	1	0	0	proper
sims	21	0	5	proper
simsa	3	0	0	proper
simulacra	0	1	0	common
simulate	0	7	0	common
simulated	0	12	0	common
simulates	0	1	0	common
simulating	0	4	0	common
simulation	0	3	0	common
simulations	1	0	0	proper
simulator	0	1	0	common
simultaneous	0	33	1	common
simultaneously	0	142	10	common
simultaneousness	0	4	0	common
sin	27	820	4	common
sina	2	0	0	proper
sinaean	1	0	0	proper
sinai	46	0	0	proper
sinan	1	0	0	proper
sinatra	4	0	0	proper
sinbad	37	0	4	proper
sinc	3	0	0	proper
since	111	5496	517	common
sincere	5	260	2	common
sincerely	1	221	5	common
sincerest	0	13	0	common
sincerity	0	172	2	common
sinclair	3	0	0	proper
sincre	0	2	0	common
sincrit	0	2	0	common
sind	0	1	0	common
sindbad	3	0	0	proper
sindging	1	0	0	proper
sinds	0	1	0	common
sindt	3	0	3	proper
sine	0	5	0	common
sinecure	2	5	0	common
sinecures	0	4	0	common
sinecurist	0	1	0	common
sinecurists	1	0	0	proper
sinells	1	0	0	proper
sines	0	1	0	common
sinew	0	7	0	common
sinewes	1	1	0	proper
sinewing	0	2	0	common
sinews	0	26	0	common
sinewy	0	22	0	common
sinfonica	1	0	0	proper
sinful	0	72	0	common
sinfull	0	0	1	dual
sinfully	0	1	0	common
sinfulness	0	15	0	common
sing	31	669	48	common
sing's	1	0	0	proper
singapore	122	0	18	proper
singed	0	21	0	common
singeing	0	5	0	common
singen	0	1	0	common
singer	14	94	0	common
singer's	0	1	0	common
singers	2	117	0	common
singest	0	2	0	common
singeth	0	2	0	common
singhasaneh	1	0	0	proper
singin	0	3	0	common
singing	15	604	4	common
single	6	1335	9	common
singlebarrel	0	1	0	common
singlecolor	0	0	1	dual
singlecrystal	0	1	0	common
singled	0	25	0	common
singledose	0	1	0	common
singlefoot	0	1	0	common
singlehanded	0	3	0	common
singlehandedly	0	3	0	common
singlelane	0	1	0	common
singleminded	0	1	0	common
singleness	0	12	0	common
singler	0	1	0	common
singles	1	3	0	common
singleseeded	0	0	1	dual
singleshot	0	4	0	common
singlespaced	0	1	0	common
singlestep	0	3	0	common
singlevalued	0	6	0	common
singling	0	13	0	common
singly	0	35	1	common
sings	7	96	3	common
singsong	0	4	0	common
singsonged	0	1	0	common
singular	3	431	5	common
singularities	0	3	0	common
singularity	0	19	0	common
singularly	0	80	0	common
sinhalese	1	0	0	proper
siniavin	2	0	0	proper
sinim	1	0	0	proper
sinister	0	139	2	common
sinite	3	0	0	proper
sink	2	247	5	common
sinke	1	2	0	common
sinker	0	2	0	common
sinkes	0	2	0	common
sinkhole	0	1	0	common
sinking	4	248	2	common
sinks	4	37	1	common
sinkt	0	1	0	common
sinless	0	15	0	common
sinlessly	0	1	0	common
sinn	0	2	0	common
sinne	1	3	0	common
sinned	0	181	2	common
sinner	4	129	2	common
sinners	2	97	0	common
sinnes	0	2	0	common
sinnest	0	1	0	common
sinneth	0	22	0	common
sinnewes	0	1	0	common
sinnificantly	0	1	0	common
sinning	0	19	0	common
sino	3	1	0	proper
sinon	1	0	0	proper
sinosoviet	1	0	0	proper
sins	2	340	0	common
sint	0	0	0	dual
sintered	0	2	1	common
sintimint	0	2	0	common
sinton	1	0	0	proper
sinuosities	0	1	0	common
sinuous	0	6	0	common
sinuously	0	1	0	common
sinuousness	0	1	0	common
sinus	0	1	0	common
sinuses	0	1	0	common
sinusoidal	0	2	0	common
sinusoids	0	2	0	common
sinve	0	1	0	common
sion	15	0	0	proper
sioux	13	0	0	proper
sip	0	37	0	common
siphmoth	1	0	0	proper
siphoned	0	2	0	common
siphoning	0	1	0	common
siphons	0	1	0	common
sippai	1	0	0	proper
sipped	0	32	0	common
sippers	0	1	0	common
sipping	0	38	2	common
sips	0	5	0	common
sir	4899	8145	846	common
siracusa	1	0	0	proper
sirah	1	0	0	proper
sird	0	1	0	common
sire	41	87	20	common
sired	0	3	0	common
siregar	4	0	0	proper
siren	2	7	0	common
sirens	0	3	1	common
sires	0	5	0	common
sirin	1	0	0	proper
sirinjani	1	0	0	proper
sirion	2	0	0	proper
sirius	4	0	1	proper
sirloin	0	7	0	common
sirloins	0	1	0	common
sirocco	1	1	0	proper
siromelt	1	0	0	proper
sirra	1	1	3	proper
sirrah	0	5	0	common
sirrha	0	0	1	dual
sirrine	4	0	0	proper
sirs	19	63	0	common
sirven	1	0	0	proper
sis	5	0	2	proper
sisak	1	0	0	proper
sisamai	2	0	0	proper
sisb	2	0	0	proper
siscar	1	0	0	proper
sisera	22	0	0	proper
sisk	2	0	0	proper
siskur	0	2	0	common
sismik	5	0	0	proper
sismondi	1	0	0	proper
sissing	0	1	0	common
sissonville	4	0	0	proper
sissy	4	0	0	proper
sister	94	3554	31	common
sister's	0	2	0	common
sisterhood	1	9	0	common
sisterinlaw	0	2	0	common
sisterly	0	37	0	common
sisteron	2	0	0	proper
sisters	22	640	2	common
sistersinlaw	0	1	0	common
sistina	2	0	0	proper
sistine	3	0	0	proper
sisyphus	3	0	1	proper
sit	49	1686	155	common
sitch	0	6	1	common
sitdown	0	1	0	common
site	1	115	0	common
sited	0	1	0	common
sites	0	44	0	common
sith	1	2	0	common
sithe	1	1	1	proper
sitin	0	1	0	common
sitins	0	1	0	common
sitivated	0	1	0	common
sitivation	0	5	0	common
sitivene	1	0	0	proper
sitiwated	0	2	0	common
sitiwation	0	15	0	common
sitiwations	0	1	0	common
sitka	1	0	0	proper
sitnah	1	0	0	proper
sitnikov	2	0	0	proper
sits	6	240	0	common
sitst	0	2	0	common
sitter	2	36	0	common
sitter's	0	2	0	common
sitters	0	13	0	common
sittest	0	10	0	common
sitteth	0	44	0	common
sittim	1	0	0	proper
sittin	0	11	0	common
sitting	5	2490	27	common
sittingbourne	1	0	0	proper
sittings	0	19	0	common
situ	0	1	0	common
situate	0	9	0	common
situated	0	190	2	common
situatin	0	1	0	common
situation	15	1228	0	common
situations	0	117	0	common
situs	0	4	1	common
situtation	0	1	0	common
sitwell	3	0	0	proper
siuda	1	0	0	proper
siva	1	0	0	proper
sivan	1	0	0	proper
sivin	0	2	0	common
six	288	3005	111	common
sixdollar	0	1	0	common
sixe	0	4	0	common
sixes	0	15	0	common
sixeteene	0	1	0	common
sixfoot	0	2	0	common
sixfour	0	1	0	common
sixgallon	0	1	0	common
sixinch	0	1	0	common
sixman	0	1	0	common
sixmonth	0	1	0	common
sixpen	0	1	0	common
sixpence	0	148	2	common
sixpences	0	29	0	common
sixpenn	1	3	0	common
sixpennorth	1	0	0	proper
sixpenny	0	10	0	common
sixpennyworth	0	1	0	common
sixpoint	0	2	0	common
sixscore	0	2	0	common
sixshooter	0	1	0	common
sixteen	4	186	14	common
sixteene	0	1	0	common
sixteenth	3	49	1	common
sixteenyearold	0	1	0	common
sixten	1	0	0	proper
sixth	38	187	2	common
sixthgrade	0	1	0	common
sixthirty	0	1	0	common
sixthly	0	1	1	common
sixths	0	1	0	common
sixthsense	0	1	0	common
sixties	11	11	1	proper
sixtieth	0	3	0	common
sixtine	1	0	0	proper
sixton	0	1	0	common
sixty	7	318	8	common
sixtyday	0	1	0	common
sixtyeight	0	1	0	common
sixtyeighth	1	0	0	proper
sixtyfive	0	7	2	common
sixtyfivemile	0	1	0	common
sixtyfold	0	1	0	common
sixtynine	0	1	0	common
sixtyone	0	8	0	common
sixtyseven	0	0	1	dual
sixtytwo	0	2	0	common
siz	0	1	0	common
sizable	0	16	1	common
sizar	0	2	0	common
size	262	512	2	common
sizeable	3	13	0	common
sized	1	86	0	common
sizes	0	48	0	common
sizova	1	0	0	proper
sizy	0	1	0	common
sizz	1	0	0	proper
sizzle	0	1	0	common
sizzled	0	2	0	common
sizzler	0	0	1	dual
sizzling	0	1	1	common
sjg	1	0	0	proper
sji	1	0	0	proper
sjr	1	0	0	proper
sjt	2	0	0	proper
sjw	1	0	1	proper
sk	9	0	1	proper
ska	1	0	0	proper
skald	0	2	0	common
skalds	0	1	0	common
skampling	1	0	0	proper
skandia	3	0	1	proper
skanska	4	0	1	proper
skarfe	1	0	0	proper
skase	0	1	0	common
skate	1	18	0	common
skated	0	11	0	common
skater	0	1	0	common
skaters	0	7	0	common
skates	0	23	0	common
skating	1	12	0	common
skaw	2	0	0	proper
skb	4	0	0	proper
skbs	1	1	0	proper
skds	1	0	0	proper
skeen	0	1	0	common
skeena	1	0	0	proper
skeer	0	1	0	common
skeet	0	2	0	common
skein	0	14	0	common
skeins	0	3	0	common
skeletal	9	4	0	proper
skeleton	3	160	0	common
skeletons	0	39	0	common
skelinton	0	2	0	common
skellington	0	1	0	common
skellinton	0	2	0	common
skellintons	0	2	0	common
skelter	0	7	0	common
skeoch	5	0	0	proper
skep	0	1	0	common
skeptic	0	1	0	common
skeptical	0	19	0	common
skeptically	0	4	0	common
skepticism	0	9	0	common
skeptics	0	4	1	common
sket	1	0	0	proper
sketch	4	135	0	common
sketchbook	0	2	0	common
sketched	0	52	0	common
sketcher	0	2	0	common
sketches	0	66	2	common
sketchily	0	1	0	common
sketching	0	42	0	common
sketchy	0	3	0	common
skettles	61	0	1	proper
skettleses	5	0	0	proper
skewed	1	1	0	proper
skewer	0	11	0	common
skewered	0	4	0	common
skewers	0	4	0	common
skewton	169	0	0	proper
skf	1	0	0	proper
skfr	1	0	0	proper
skharev	6	0	0	proper
ski	5	12	0	common
skid	1	1	0	proper
skidded	0	2	0	common
skidder	0	1	0	common
skidding	0	3	0	common
skiddy	0	1	0	common
skids	0	1	0	common
skie	2	0	0	proper
skies	4	101	2	common
skiff	0	23	0	common
skiff's	0	1	0	common
skiffed	0	1	0	common
skiffins	32	0	1	proper
skiffs	0	7	0	common
skift	0	1	0	common
skii	3	0	0	proper
skiing	0	8	0	common
skiis	0	2	0	common
skijoring	0	1	0	common
skilful	0	96	1	common
skilfully	0	49	0	common
skilfulness	0	1	0	common
skill	3	291	2	common
skilled	0	53	0	common
skillentons	0	3	0	common
skillet	0	2	0	common
skillful	0	31	0	common
skillfully	0	15	0	common
skillfulness	0	1	0	common
skills	0	42	0	common
skim	0	13	0	common
skimmed	0	20	1	common
skimmer	0	4	0	common
skimming	0	32	0	common
skimmings	0	8	0	common
skimmington	0	5	0	common
skimmity	0	5	0	common
skimpin	14	0	0	proper
skimpole	205	0	9	proper
skimpy	0	1	0	common
skims	0	3	0	common
skin	1	469	3	common
skindive	0	1	0	common
skindiving	0	1	0	common
skinflint	0	1	0	common
skinfolds	0	1	0	common
skinful	0	1	0	common
skinless	0	4	0	common
skinne	0	1	0	common
skinned	0	15	0	common
skinner	1	0	0	proper
skinnes	0	2	0	common
skinnie	0	1	0	common
skinnin	0	1	0	common
skinning	0	1	0	common
skinny	0	26	1	common
skinperceptiveness	0	1	0	common
skins	2	90	0	common
skinsky	11	0	1	proper
skint	3	0	1	proper
skip	4	23	2	common
skipjack	4	0	0	proper
skipjack's	1	0	0	proper
skipp	4	0	0	proper
skipped	0	37	0	common
skippedst	0	1	0	common
skipper	0	17	0	common
skippers	0	5	1	common
skipping	0	39	1	common
skips	0	3	0	common
skirmish	0	22	0	common
skirmished	0	5	0	common
skirmisher	0	1	0	common
skirmishers	0	9	0	common
skirmishes	0	8	1	common
skirmishing	0	13	0	common
skirmishingly	0	1	0	common
skirra	0	4	0	common
skirre	0	1	0	common
skirt	0	143	0	common
skirted	1	48	0	common
skirting	0	16	4	common
skirts	1	145	0	common
skis	2	1	0	proper
skit	0	1	0	common
skits	0	1	0	common
skittish	0	8	1	common
skittishly	0	2	0	common
skittishness	0	1	0	common
skittle	0	11	0	common
skittles	0	19	1	common
skiway	1	0	0	proper
sklk	1	0	0	proper
skolkau	1	0	0	proper
skolman	1	0	2	proper
skolman's	1	0	1	proper
skolovsky	4	0	0	proper
skolovsky's	1	0	0	proper
skopas	3	0	1	proper
skorich	5	0	5	proper
skorodumov	1	0	0	proper
skotoprigonyevsk	2	0	0	proper
skouting	0	1	0	common
skps	3	0	0	proper
skreenes	1	0	0	proper
skrimmage	0	2	0	common
skrimshander	3	2	0	proper
skrimshandering	0	2	0	common
skulk	0	11	0	common
skulked	0	7	0	common
skulker	6	1	1	proper
skulking	0	17	0	common
skulks	0	2	0	common
skull	2	161	0	common
skullbashings	0	1	0	common
skullcap	0	5	0	common
skullcaps	0	1	0	common
skulled	0	2	0	common
skulls	0	27	1	common
skumpling	1	0	0	proper
skunk	3	0	0	proper
skunks	0	1	0	common
skurried	0	1	0	common
skurry	0	1	0	common
skurrying	0	1	0	common
skuttle	0	1	0	common
skx	1	0	0	proper
sky	8	1012	1	common
sky's	0	2	0	common
skybolt	1	0	0	proper
skycarving	0	1	0	common
skye	4	0	0	proper
skygod	1	0	0	proper
skyish	0	1	0	common
skyjacked	0	1	0	common
skyjackers	0	1	0	common
skylark	4	3	1	proper
skylarking	0	7	0	common
skylarks	0	2	0	common
skylight	1	43	0	common
skylights	0	9	0	common
skyline	5	3	4	proper
skylines	0	1	0	common
skyreaching	0	1	0	common
skyrocket	0	2	0	common
skyrockets	0	1	0	common
skyros	22	0	0	proper
skysail	0	2	0	common
skyscraper	0	2	0	common
skyscrapers	0	1	0	common
skytapping	0	1	0	common
skyward	1	3	0	common
skywards	0	2	0	common
skywave	1	31	0	common
skyway	1	0	0	proper
sl	1	1	1	proper
sla	2	0	0	proper
slab	0	42	2	common
slabs	0	18	2	common
slack	4	82	2	common
slacked	0	5	0	common
slacken	0	18	0	common
slackened	0	64	1	common
slackening	0	26	0	common
slackens	0	3	0	common
slacking	0	3	0	common
slackness	0	7	0	common
slacks	0	7	0	common
sladang	0	1	0	common
sladdery	4	0	0	proper
slade	1	0	0	proper
sladoje	3	0	0	proper
slafe	0	1	0	common
slag	0	2	0	common
slaid	0	1	0	common
slain	1	268	0	common
slaine	1	12	0	common
slake	0	2	0	common
slaked	0	6	0	common
slaking	0	1	0	common
slam	1	16	0	common
slammed	0	52	0	common
slammer	37	0	0	proper
slamming	0	24	0	common
slammons	1	0	0	proper
sland	0	1	0	common
slander	0	64	0	common
slandered	0	15	0	common
slanderer	0	19	0	common
slanderers	0	8	0	common
slanderest	0	1	0	common
slandereth	0	1	0	common
slanderin	0	2	0	common
slandering	0	3	0	common
slanderous	0	7	0	common
slanderously	0	1	0	common
slanders	0	14	1	common
slandthering	0	1	0	common
slang	12	119	9	common
slangey	0	1	0	common
slangs	1	1	0	proper
slangular	0	1	0	common
slant	0	8	0	common
slanted	0	13	0	common
slantin	0	1	0	common
slanting	0	69	0	common
slantingly	0	6	0	common
slantings	0	2	0	common
slants	0	4	0	common
slantwise	0	3	0	common
slap	0	74	2	common
slapdash	0	1	0	common
slapped	0	59	0	common
slappin	0	6	0	common
slapping	0	48	1	common
slaps	0	18	0	common
slapstick	0	2	0	common
slash	1	34	0	common
slashb	2	0	0	proper
slashed	0	27	0	common
slasher	3	3	0	proper
slashers	0	2	0	common
slashes	0	7	0	common
slashing	0	25	0	common
slashmouthed	0	1	0	common
slat	1	3	0	common
slate	7	82	1	common
slated	0	16	0	common
slatelike	0	1	0	common
slater	9	0	2	proper
slater's	1	0	0	proper
slaters	0	1	0	common
slates	0	19	0	common
slats	0	6	0	common
slatted	0	1	0	common
slattenly	0	1	0	common
slattern	1	2	0	common
slatternliness	0	1	0	common
slatternly	0	15	0	common
slatterns	0	1	0	common
slaue	5	4	0	proper
slaues	4	0	0	proper
slaughter	19	140	0	common
slaughtered	0	18	0	common
slaughterers	0	1	0	common
slaughterhouse	0	4	0	common
slaughterhouses	0	2	0	common
slaughtering	0	10	0	common
slaughterous	0	3	0	common
slaughters	19	2	0	proper
slav	5	0	0	proper
slave	9	303	1	common
slave's	0	1	0	common
slaved	0	3	0	common
slavelaborers	0	1	0	common
slaveowners	0	1	0	common
slaver	0	2	0	common
slavered	0	2	0	common
slavering	0	1	0	common
slavers	0	1	0	common
slavery	2	72	1	common
slaves	0	152	0	common
slavey	0	1	0	common
slavic	3	0	0	proper
slaving	0	4	0	common
slavish	0	16	0	common
slavishly	0	6	0	common
slavishness	0	1	0	common
slavonic	17	0	0	proper
slavophile	1	0	0	proper
slavophiles	1	0	0	proper
slavs	4	0	0	proper
slay	5	149	2	common
slayer	0	21	0	common
slayest	0	1	0	common
slayeth	0	5	0	common
slaying	0	18	1	common
slays	1	3	0	common
slb	12	0	0	proper
slc	7	0	0	proper
slcn	2	0	0	proper
sle	3	0	0	proper
sled	0	2	0	common
sledded	0	1	0	common
sledding	0	2	0	common
sledge	0	45	0	common
sledgehammer	0	1	0	common
sledgehammers	0	1	0	common
sledges	1	9	0	common
sledging	0	2	0	common
sleek	0	61	0	common
sleeke	1	1	0	proper
sleeked	0	1	0	common
sleeker	0	3	0	common
sleekest	0	2	0	common
sleekheaded	0	1	0	common
sleekly	0	2	0	common
sleekness	0	2	0	common
sleep	17	1968	29	common
sleepe	7	36	2	common
sleepeeze	1	0	0	proper
sleeper	2	72	0	common
sleeper's	0	1	0	common
sleepers	5	40	0	common
sleepes	0	4	1	common
sleepest	0	7	1	common
sleepeth	0	7	0	common
sleepie	0	2	0	common
sleepiest	0	2	0	common
sleepily	0	12	1	common
sleepin	0	1	0	common
sleepiness	0	6	0	common
sleeping	6	470	7	common
sleepless	4	74	0	common
sleeplessly	0	1	0	common
sleeplessness	0	17	0	common
sleeps	0	105	0	common
sleepwakefulness	0	1	0	common
sleepwalker	0	1	0	common
sleepy	1	145	4	common
sleepyeyed	0	0	1	dual
sleet	15	40	0	common
sleety	0	1	0	common
sleeue	2	0	0	proper
sleeve	0	199	0	common
sleeved	0	3	0	common
sleeveless	0	2	0	common
sleeves	0	175	0	common
sleigh	0	41	0	common
sleighs	0	12	0	common
sleight	1	8	0	common
sleights	0	3	0	common
slenczynka	1	0	0	proper
slender	1	161	2	common
slenderer	0	1	0	common
slenderly	0	4	0	common
slenderness	0	2	0	common
slenderwaisted	0	1	0	common
slenniken	2	0	1	proper
slep	0	5	0	common
slept	1	550	0	common
sleptst	0	1	0	common
sleswig	1	0	0	proper
sleuth	0	1	0	common
sleuthing	0	1	0	common
slew	0	223	0	common
slewe	0	1	0	common
slewed	0	5	0	common
slewest	0	1	0	common
slewing	0	2	0	common
slews	0	2	0	common
slhc	1	0	0	proper
slice	1	85	2	common
sliced	0	14	0	common
slicer	0	4	0	common
slicers	0	1	0	common
slices	0	35	0	common
slicing	0	7	0	common
slicings	0	2	0	common
slick	1	11	0	common
slicked	0	2	0	common
slicker	0	3	0	common
slickers	0	1	0	common
slickheaded	0	1	0	common
slicking	0	1	0	common
slickline	1	0	0	proper
slickson	6	0	1	proper
slicksons	1	0	0	proper
slid	0	110	2	common
slidden	0	1	0	common
slide	1	130	0	common
slided	0	5	0	common
slidelock	0	1	0	common
slider	14	0	0	proper
sliders	0	1	0	common
sliderskew	38	0	0	proper
slides	0	24	0	common
slideth	0	1	0	common
sliding	0	82	0	common
slieveleague	1	0	0	proper
slifer	10	0	3	proper
slifka	2	0	0	proper
slighlty	0	1	0	common
slight	3	904	9	common
slighted	0	67	0	common
slighter	0	15	0	common
slightest	0	510	0	common
slighting	0	15	0	common
slightingly	0	11	0	common
slightly	15	703	5	common
slightlysmoking	0	1	0	common
slightness	0	3	0	common
slights	0	23	0	common
slily	0	32	0	common
slim	10	96	0	common
slime	0	42	0	common
slimed	0	1	0	common
slimepits	0	1	0	common
slimly	0	1	0	common
slimmed	0	1	0	common
slimmer	0	2	0	common
slimming	0	1	0	common
slimness	0	3	0	common
slimnesses	0	1	0	common
slimwaisted	0	1	0	common
slimy	0	21	1	common
sling	2	37	0	common
slingers	0	1	0	common
slinging	0	5	0	common
slingo	1	0	0	proper
slings	1	5	0	common
slingshot	0	1	0	common
slingstone	4	0	0	proper
slingstones	0	1	0	common
slink	0	8	0	common
slinking	0	18	0	common
slip	2	290	2	common
slippage	0	1	0	common
slipped	0	369	0	common
slipper	1	18	0	common
slippered	0	9	0	common
slipperiness	0	3	0	common
slippering	0	2	0	common
slippers	0	103	0	common
slippery	0	62	0	common
slippes	1	0	0	proper
slippeth	0	3	0	common
slippin	0	1	0	common
slipping	0	108	4	common
slippy	0	2	0	common
slips	1	43	0	common
slipshod	0	14	0	common
slipstream	0	1	0	common
slipt	0	8	0	common
slit	0	26	0	common
slits	0	6	0	common
slitter	0	1	0	common
slittering	0	1	0	common
slitters	0	1	0	common
slitting	0	2	0	common
sliuer	1	1	0	proper
slivers	0	2	0	common
slivery	0	2	0	common
slivovitz	0	1	0	common
slm	3	0	0	proper
sloan	18	0	1	proper
sloan's	5	0	0	proper
sloanaker	5	0	0	proper
sloane	24	0	3	proper
slob	0	4	0	common
slobber	0	1	0	common
slobbered	0	1	0	common
slobbering	0	3	0	common
slobbers	0	1	0	common
slobda	4	0	0	proper
slobgollion	0	2	0	common
slocomb	1	0	0	proper
slocum	2	0	1	proper
slocum's	2	0	0	proper
slodge	2	0	0	proper
sloe	0	3	0	common
sloes	0	1	0	common
sloflo	1	0	0	proper
slogan	0	8	1	common
sloganeering	0	1	0	common
slogans	0	5	0	common
slongs	0	1	0	common
sloop	0	17	0	common
sloops	0	3	0	common
slop	0	20	0	common
slope	8	149	2	common
slope's	0	1	0	common
sloped	0	11	0	common
sloper	1	0	0	proper
slopes	4	54	0	common
sloping	0	56	0	common
slopingly	0	2	0	common
slopped	0	1	0	common
sloppily	0	1	0	common
slopping	0	3	0	common
sloppy	119	15	2	proper
slops	0	11	0	common
slopseller	0	1	0	common
sloshed	0	1	0	common
sloshing	0	1	0	common
slot	0	6	0	common
sloth	0	13	0	common
slothful	0	20	0	common
slothfully	0	1	0	common
slothfulness	0	2	1	common
slots	0	6	0	common
slotted	0	1	0	common
slou	1	0	0	proper
slouch	3	11	0	common
slouched	0	36	0	common
slouches	0	1	0	common
slouching	0	30	1	common
slough	4	9	1	common
slout	1	0	0	proper
slovak	7	0	0	proper
slovaks	14	0	0	proper
sloven	0	3	0	common
slovenliness	0	5	0	common
slovenly	0	22	0	common
slow	23	722	19	common
slowacting	0	1	0	common
slowbaked	0	1	0	common
slowbore	1	0	0	proper
slowbouncing	0	1	0	common
slowcoach	0	1	0	common
slowdown	2	26	0	common
slowed	2	64	0	common
slower	9	84	1	common
slowest	0	15	0	common
slowfiring	0	1	0	common
slowgrowing	0	1	0	common
slowing	2	41	0	common
slowly	8	1480	31	common
slowlymending	0	1	0	common
slowmatch	0	1	0	common
slowmoving	0	1	0	common
slowness	0	40	0	common
slows	7	1	0	proper
slowscrambling	0	1	0	common
slt	1	0	0	proper
sltm	1	0	0	proper
sluces	0	1	0	common
slud	1	0	0	proper
sludge	0	6	0	common
sludin	7	0	0	proper
slue	0	2	0	common
slued	0	2	0	common
slues	0	1	0	common
sluff	0	1	0	common
slug	0	13	1	common
sluggard	1	10	0	common
sluggards	0	1	0	common
slugged	0	4	0	common
slugger	0	4	0	common
sluggers	0	2	0	common
slugging	0	3	0	common
sluggish	3	85	0	common
sluggishly	0	8	0	common
sluggishness	0	4	0	common
slugs	0	8	0	common
sluice	0	17	0	common
sluiced	1	3	0	common
sluicehouse	0	1	0	common
sluices	0	12	0	common
sluicing	0	3	0	common
sluing	0	1	0	common
slum	5	10	0	common
slumber	1	135	2	common
slumbered	0	31	0	common
slumberers	0	3	0	common
slumbereth	1	1	0	proper
slumbering	0	49	0	common
slumberings	0	2	0	common
slumberous	0	2	0	common
slumberously	0	1	0	common
slumbers	0	43	0	common
slumbrous	0	2	0	common
slumbry	0	1	0	common
slumkey	39	0	2	proper
slumkeyites	1	0	0	proper
slummintowkens	1	0	0	proper
slump	2	37	0	common
slumped	0	15	0	common
slumping	0	5	0	common
slumps	1	1	0	proper
slums	1	11	0	common
slung	0	44	0	common
slunk	0	39	0	common
slur	0	21	1	common
slurk	21	0	1	proper
slurped	0	1	0	common
slurred	0	2	0	common
slurries	0	1	0	common
slurring	0	2	0	common
slush	0	11	1	common
slushed	0	1	0	common
slushy	0	6	0	common
slut	0	23	1	common
sluts	0	6	0	common
slv	1	0	0	proper
slvn	1	0	0	proper
sly	2	193	2	common
slyboots	0	2	0	common
slyer	0	2	0	common
slyest	0	1	0	common
slyly	0	40	0	common
slyme	77	0	5	proper
slyness	0	32	0	common
sm	11	0	0	proper
sma	0	1	0	common
smack	1	30	1	common
smacked	0	29	0	common
smackin	0	2	0	common
smacking	0	30	0	common
smackingly	0	2	0	common
smacks	0	13	0	common
smalder	1	0	0	proper
small	63	3900	40	common
smallarms	0	1	0	common
smallboat	0	1	0	common
smallcar	0	1	0	common
smallcheek	1	0	0	proper
smallclothes	0	1	0	common
smaller	4	366	3	common
smallersize	0	1	0	common
smallest	0	299	0	common
smalley	9	0	0	proper
smallgame	0	2	0	common
smallholder	0	1	0	common
smallholders	0	1	0	common
smallish	0	3	0	common
smallness	0	25	0	common
smallpox	0	7	0	common
smallridge	8	0	2	proper
smalls	0	18	0	common
smallscale	0	1	0	common
smalltime	0	1	0	common
smalltown	0	6	0	common
smallweed	243	0	3	proper
